Month,PE_10
1981.07,8.445319468
1981.08,8.399806317
1981.09,7.581163052
1981.10,7.649141713
1981.11,7.810752566
1981.12,7.832562137
1982.01,7.388659973
1982.02,7.181823451
1982.03,6.950673794
1982.04,7.259072625
1982.05,7.192612484
1982.06,6.692133988
1982.07,6.6386531
1982.08,6.643422752
1982.09,7.3988382
1982.10,7.999840995
1982.11,8.347476938
1982.12,8.467738401
1983.01,8.756783224
1983.02,8.910493437
1983.03,9.232829705
1983.04,9.531581284
1983.05,9.874456505
1983.06,10.0001179
1983.07,10.014476
1983.08,9.728056936
1983.09,9.984202458
1983.10,10.0033918
1983.11,9.853581649
1983.12,9.815010904
1984.01,9.894931809
1984.02,9.324529646
1984.03,9.326747067
1984.04,9.305643405
1984.05,9.231831817
1984.06,9.010185512
1984.07,8.868302214
1984.08,9.623063257
1984.09,9.687341314
1984.10,9.595070703
1984.11,9.691973222
1984.12,9.595054801
1985.01,9.997001178
1985.02,10.49493517
1985.03,10.37321721
1985.04,10.39711872
1985.05,10.60812047
1985.06,10.81004985
1985.07,10.99756396
1985.08,10.73879981
1985.09,10.47123466
1985.10,10.55251698
1985.11,11.16461113
1985.12,11.69052147
1986.01,11.71500758
1986.02,12.3882191
1986.03,13.18902298
1986.04,13.55250417
1986.05,13.5600462
1986.06,13.88868863
1986.07,13.61999553
1986.08,13.88766755
1986.09,13.46731431
1986.10,13.42591886
1986.11,13.8729856
1986.12,14.08513981
1987.01,14.9222081
1987.02,15.82231814
1987.03,16.43334398
1987.04,16.19653445
1987.05,16.16031195
1987.06,16.82520731
1987.07,17.30600439
1987.08,18.32690725
1987.09,17.67562045
1987.10,15.53005556
1987.11,13.59088514
1987.12,13.38902851
1988.01,13.89833668
1988.02,14.29827096
1988.03,14.66894681
1988.04,14.43331642
1988.05,14.03189135
1988.06,14.76646865
1988.07,14.60831572
1988.08,14.24494631
1988.09,14.36942878
1988.10,14.81145015
1988.11,14.44553068
1988.12,14.70208675
1989.01,15.08800564
1989.02,15.46699204
1989.03,15.29890148
1989.04,15.68667336
1989.05,16.18628208
1989.06,16.64183081
1989.07,17.01333262
1989.08,17.73417325
1989.09,17.71414257
1989.10,17.64077604
1989.11,17.24229318
1989.12,17.65013497
1990.01,17.04855234
1990.02,16.50781124
1990.03,16.83346009
1990.04,16.81362575
1990.05,17.3921152
1990.06,17.81677685
1990.07,17.74686654
1990.08,16.16805662
1990.09,15.30102204
1990.10,14.81789273
1990.11,15.18734584
1990.12,15.84604169
1991.01,15.6059208
1991.02,17.35436505
1991.03,17.8183122
1991.04,18.1555392
1991.05,18.03562309
1991.06,18.0154192
1991.07,18.10407731
1991.08,18.51289844
1991.09,18.35791827
1991.10,18.34982456
1991.11,18.28950398
1991.12,18.44229494
1992.01,19.77375903
1992.02,19.58366883
1992.03,19.2842388
1992.04,19.30183226
1992.05,19.66289503
1992.06,19.31597135
1992.07,19.62135648
1992.08,19.72275714
1992.09,19.70938617
1992.10,19.37088054
1992.11,19.83428027
1992.12,20.44925031
1993.01,20.32405027
1993.02,20.54598299
1993.03,20.85585575
1993.04,20.45800471
1993.05,20.51824986
1993.06,20.60900377
1993.07,20.56524154
1993.08,20.81288015
1993.09,20.994159
1993.10,21.10983956
1993.11,21.03855992
1993.12,21.1653944
1994.01,21.41272555
1994.02,21.26458522
1994.03,20.83410552
1994.04,20.05595225
1994.05,20.1971992
1994.06,20.29147331
1994.07,20.0686531
1994.08,20.53626633
1994.09,20.57716761
1994.10,20.39646951
1994.11,20.21017551
1994.12,19.91217475
1995.01,20.21981897
1995.02,20.8032895
1995.03,21.15346491
1995.04,21.64348128
1995.05,22.1961849
1995.06,22.71912974
1995.07,23.37720465
1995.08,23.28485557
1995.09,23.94681104
1995.10,23.92756232
1995.11,24.34839675
1995.12,25.02820934
1996.01,24.76328138
1996.02,25.97691788
1996.03,25.63076763
1996.04,25.42503075
1996.05,25.81487975
1996.06,25.96751074
1996.07,24.8592092
1996.08,25.41334109
1996.09,25.68093227
1996.10,26.48430611
1996.11,27.58648101
1996.12,27.72481491
1997.01,28.33375304
1997.02,29.26654176
1997.03,28.80334612
1997.04,27.58600557
1997.05,29.92927399
1997.06,31.25750726
1997.07,32.76762414
1997.08,32.58725888
1997.09,32.66755373
1997.10,32.90247235
1997.11,32.33755322
1997.12,33.03175765
1998.01,32.86092782
1998.02,34.71068697
1998.03,36.29797887
1998.04,37.27800943
1998.05,36.95766107
1998.06,36.80334848
1998.07,38.26073915
1998.08,35.42441166
1998.09,33.53331165
1998.10,33.77406255
1998.11,37.37045187
1998.12,38.82137416
1999.01,40.57825494
1999.02,40.40144904
1999.03,41.3574222
1999.04,42.70586936
1999.05,42.55802988
1999.06,42.18201484
1999.07,43.82942454
1999.08,41.93203748
1999.09,41.32475386
1999.10,40.55412859
1999.11,43.20964342
1999.12,44.19931781
2000.01,43.77438658
2000.02,42.187406
2000.03,43.22262507
2000.04,43.53056202
2000.05,41.96802523
2000.06,42.7840082
2000.07,42.76011741
2000.08,42.87158279
2000.09,41.89996783
2000.10,39.37152969
2000.11,38.78393549
2000.12,37.27595196
2001.01,36.98055959
2001.02,35.83629403
2001.03,32.32730232
2001.04,32.17468834
2001.05,34.07547391
2001.06,33.06933813
2001.07,32.16325793
2001.08,31.40453238
2001.09,27.66758048
2001.10,28.57756697
2001.11,30.00530713
2001.12,30.50015972
2002.01,30.2774092
2002.02,29.08590068
2002.03,30.29233514
2002.04,29.00616029
2002.05,28.12837592
2002.06,26.3879241
2002.07,23.46334391
2002.08,23.58842808
2002.09,22.36380435
2002.10,21.95361346
2002.11,23.34461511
2002.12,23.09721139
2003.01,22.89415754
2003.02,21.21022254
2003.03,21.30582553
2003.04,22.42384595
2003.05,23.58678051
2003.06,24.82770499
2003.07,24.86281386
2003.08,24.63778712
2003.09,25.23912456
2003.10,25.67812649
2003.11,25.94213586
2003.12,26.63040241
2004.01,27.65353891
2004.02,27.64588403
2004.03,26.88171176
2004.04,26.89577845
2004.05,25.89821449
2004.06,26.39661853
2004.07,25.69136744
2004.08,25.17005293
2004.09,25.66393111
2004.10,25.40724421
2004.11,26.4607353
2004.12,27.1401339
2005.01,26.58268883
2005.02,26.74012438
2005.03,26.33416682
2005.04,25.40367441
2005.05,25.64448552
2005.06,26.06210562
2005.07,26.28107787
2005.08,26.0971936
2005.09,25.72260871
2005.10,24.86886681
2005.11,25.9233682
2005.12,26.43479884
2006.01,26.45927132
2006.02,26.24001483
2006.03,26.31809582
2006.04,26.13765311
2006.05,25.64124137
2006.06,24.74055661
2006.07,24.68782358
2006.08,25.04234618
2006.09,25.63494132
2006.10,26.52855359
2006.11,26.91844463
2006.12,27.27303867
2007.01,27.19796
2007.02,27.30562
2007.03,26.21847
2007.04,26.96692
2007.05,27.53899
2007.06,27.40885
2007.07,27.40072
2007.08,26.13971
2007.09,26.71669
2007.10,27.31143
2007.11,25.72040
2007.12,25.94680
2008.01,24.01428
2008.02,23.48741
2008.03,22.59927
2008.04,23.34826
2008.05,23.68854
2008.06,22.40935
2008.07,20.90025
2008.08,21.39449
2008.09,20.35595
2008.1,16.38189
2008.11,15.25456
2008.12,15.37093
2009.01,15.16954
2009.02,14.11740
2009.03,13.31913
2009.04,14.97673
2009.05,15.87422
2009.06,16.06667
2009.07,16.06667
2009.08,16.06667
2009.09,16.06667
2009.1,16.06667
2009.11,16.06667
2009.12,16.06667
